YEAR,GENDER,RACE,AGE_GROUP,COUNTY,Violent Crimes,Property Crime,Drug Offenses,Sex Offenses,All Other Offenses,Female Total,Male Total,State Total
2017,Male,Other,18 to 19,El Dorado County,1,0,0,0,0,1,5,0
2017,Male,Other,20 to 29,El Dorado County,3,4,2,0,2,11,24,0
2017,Male,Other,30 to 39,El Dorado County,5,4,3,0,4,16,21,0
2017,Male,Other,40 to 69,El Dorado County,5,1,2,0,2,10,38,0
2017,Male,Other,70 and over,El Dorado County,0,0,0,0,0,0,4,0
2017,Male,White,Under 18,El Dorado County,14,10,6,2,10,42,157,1
2017,Male,White,18 to 19,El Dorado County,8,5,2,0,3,18,49,0
2017,Male,White,20 to 29,El Dorado County,82,48,18,4,70,222,554,0
2017,Male,White,30 to 39,El Dorado County,78,53,23,5,80,239,569,0
2017,Male,White,40 to 69,El Dorado County,117,50,24,7,89,287,800,0
2017,Male,White,70 and over,El Dorado County,5,1,0,2,1,9,27,0
2017,Female,Black,Under 18,El Dorado County,0,0,0,0,0,0,5,0
2017,Female,Black,18 to 19,El Dorado County,1,0,0,0,0,1,1,0
2017,Female,Black,20 to 29,El Dorado County,1,0,0,0,1,2,12,0
2017,Female,Black,30 to 39,El Dorado County,0,3,0,0,1,4,10,0
2017,Female,Black,40 to 69,El Dorado County,1,3,0,0,4,8,15,0
2017,Female,Hispanic,Under 18,El Dorado County,3,0,0,0,1,4,14,0
2017,Female,Hispanic,18 to 19,El Dorado County,0,0,0,0,0,0,2,0
2017,Female,Hispanic,20 to 29,El Dorado County,5,3,3,0,2,13,30,0
2017,Female,Hispanic,30 to 39,El Dorado County,2,2,2,0,5,11,27,0
2017,Female,Hispanic,40 to 69,El Dorado County,2,3,1,0,3,9,18,0
2017,Female,Other,Under 18,El Dorado County,0,0,0,0,0,0,1,0
2017,Female,Other,18 to 19,El Dorado County,0,0,0,0,0,0,1,0
2017,Female,Other,20 to 29,El Dorado County,2,0,1,0,5,8,13,0
2017,Female,Other,30 to 39,El Dorado County,3,0,0,1,3,7,10,0
2017,Female,Other,40 to 69,El Dorado County,2,0,0,0,1,3,22,0
2017,Female,Other,70 and over,El Dorado County,0,0,0,0,0,0,2,0
2017,Female,White,Under 18,El Dorado County,6,0,0,0,2,8,54,0
2017,Female,White,18 to 19,El Dorado County,5,1,2,0,3,11,33,0
2017,Female,White,20 to 29,El Dorado County,36,19,8,0,35,98,251,0
2017,Female,White,30 to 39,El Dorado County,31,26,4,0,24,85,278,0
2017,Female,White,40 to 69,El Dorado County,37,14,3,1,35,90,350,0
2017,Female,White,70 and over,El Dorado County,0,0,0,0,0,0,3,0
2017,Male,Black,Under 18,Fresno County,54,39,0,3,19,115,184,6
2017,Male,Black,18 to 19,Fresno County,36,9,1,2,23,71,63,0
2017,Male,Black,20 to 29,Fresno County,224,65,17,10,156,472,675,0
2017,Male,Black,30 to 39,Fresno County,135,39,10,7,74,265,576,0
2017,Male,Black,40 to 69,Fresno County,120,44,22,15,62,263,802,0
2017,Male,Black,70 and over,Fresno County,4,0,0,1,0,5,8,0
2017,Male,Hispanic,Under 18,Fresno County,148,117,12,12,92,381,671,25
2017,Male,Hispanic,18 to 19,Fresno County,117,48,15,4,85,269,476,0
2017,Male,Hispanic,20 to 29,Fresno County,704,297,83,27,523,1634,3849,0
2017,Male,Hispanic,30 to 39,Fresno County,541,240,73,25,410,1289,3163,0
2017,Male,Hispanic,40 to 69,Fresno County,320,125,57,45,275,822,3401,0
2017,Male,Hispanic,70 and over,Fresno County,3,0,0,1,1,5,60,0
2017,Male,Other,Under 18,Fresno County,2,8,1,0,2,13,39,1
2017,Male,Other,18 to 19,Fresno County,10,3,0,0,2,15,38,0
2017,Male,Other,20 to 29,Fresno County,71,37,9,3,39,159,326,0
2017,Male,Other,30 to 39,Fresno County,48,32,3,3,33,119,333,0
2017,Male,Other,40 to 69,Fresno County,40,11,9,4,14,78,274,0
2017,Male,Other,70 and over,Fresno County,1,1,0,0,0,2,6,0
2017,Male,White,Under 18,Fresno County,21,19,1,7,10,58,130,23
2017,Male,White,18 to 19,Fresno County,17,14,1,3,8,43,119,0
2017,Male,White,20 to 29,Fresno County,156,156,11,6,114,443,1283,0
2017,Male,White,30 to 39,Fresno County,178,150,24,9,139,500,1228,0
2017,Male,White,40 to 69,Fresno County,170,96,41,28,159,494,1963,0
2017,Male,White,70 and over,Fresno County,3,0,2,4,3,12,30,0
2017,Female,Black,Under 18,Fresno County,18,3,0,0,2,23,143,3
2017,Female,Black,18 to 19,Fresno County,7,5,0,0,1,13,47,0
2017,Female,Black,20 to 29,Fresno County,64,22,2,0,18,106,304,0
2017,Female,Black,30 to 39,Fresno County,33,27,1,0,14,75,212,0
2017,Female,Black,40 to 69,Fresno County,29,13,1,0,10,53,263,0
2017,Female,Black,70 and over,Fresno County,0,0,0,0,0,0,1,0
2017,Female,Hispanic,Under 18,Fresno County,30,19,1,2,3,55,287,8
2017,Female,Hispanic,18 to 19,Fresno County,19,11,1,0,8,39,106,0
2017,Female,Hispanic,20 to 29,Fresno County,182,96,7,1,66,352,989,0
2017,Female,Hispanic,30 to 39,Fresno County,132,86,13,1,81,313,902,0
2017,Female,Hispanic,40 to 69,Fresno County,63,36,9,0,49,157,806,0
2017,Female,Hispanic,70 and over,Fresno County,0,0,0,0,0,0,7,0
2017,Female,Other,Under 18,Fresno County,2,0,0,0,2,4,16,1
2017,Female,Other,18 to 19,Fresno County,4,1,0,0,1,6,6,0
2017,Female,Other,20 to 29,Fresno County,16,7,0,0,4,27,92,0
2017,Female,Other,30 to 39,Fresno County,11,5,0,0,4,20,85,0
2017,Female,Other,40 to 69,Fresno County,7,2,1,0,3,13,115,0
2017,Female,Other,70 and over,Fresno County,0,0,0,0,0,0,1,0
2017,Female,White,Under 18,Fresno County,2,5,0,0,1,8,65,8
2017,Female,White,18 to 19,Fresno County,8,10,0,0,1,19,41,0
2017,Female,White,20 to 29,Fresno County,53,41,5,1,35,135,531,0
2017,Female,White,30 to 39,Fresno County,54,53,10,3,34,154,611,0
2017,Female,White,40 to 69,Fresno County,58,29,10,0,38,135,756,0
2017,Female,White,70 and over,Fresno County,0,0,0,0,1,1,10,0
2017,Male,Black,Under 18,Glenn County,1,0,0,0,0,1,2,0
2017,Male,Black,20 to 29,Glenn County,2,0,0,0,1,3,2,0
2017,Male,Black,30 to 39,Glenn County,1,0,0,0,0,1,5,0
2017,Male,Black,40 to 69,Glenn County,1,0,1,0,1,3,3,0
2017,Male,Hispanic,Under 18,Glenn County,2,0,0,0,0,2,13,6
2017,Male,Hispanic,18 to 19,Glenn County,4,2,0,0,3,9,4,0
2017,Male,Hispanic,20 to 29,Glenn County,6,2,1,1,9,19,84,0
2017,Male,Hispanic,30 to 39,Glenn County,5,2,1,0,16,24,53,0
2017,Male,Hispanic,40 to 69,Glenn County,8,3,2,0,4,17,46,0
2017,Male,Hispanic,70 and over,Glenn County,0,0,0,0,1,1,0,0
2017,Male,Other,Under 18,Glenn County,0,0,0,0,0,0,1,1
2017,Male,Other,18 to 19,Glenn County,0,0,0,0,0,0,4,0
2017,Male,Other,20 to 29,Glenn County,4,1,1,0,0,6,10,0
2017,Male,Other,30 to 39,Glenn County,2,3,0,0,2,7,17,0
2017,Male,Other,40 to 69,Glenn County,1,0,0,0,2,3,16,0
2017,Male,White,Under 18,Glenn County,1,1,0,0,2,4,8,1
2017,Male,White,18 to 19,Glenn County,0,0,0,0,1,1,6,0
2017,Male,White,20 to 29,Glenn County,14,6,1,1,10,32,105,0
2017,Male,White,30 to 39,Glenn County,13,7,3,0,11,34,89,0
2017,Male,White,40 to 69,Glenn County,10,8,3,1,11,33,119,0
2017,Male,White,70 and over,Glenn County,0,0,0,0,0,0,5,0
2017,Female,Black,20 to 29,Glenn County,1,0,0,0,0,1,7,0
2017,Female,Black,30 to 39,Glenn County,0,0,0,0,0,0,1,0
2017,Female,Black,40 to 69,Glenn County,0,0,0,0,0,0,2,0
2017,Female,Hispanic,Under 18,Glenn County,1,0,0,0,0,1,0,1
2017,Female,Hispanic,18 to 19,Glenn County,0,0,0,0,0,0,1,0
2017,Female,Hispanic,20 to 29,Glenn County,6,0,0,0,1,7,13,0
2017,Female,Hispanic,30 to 39,Glenn County,0,0,1,0,2,3,16,0
2017,Female,Hispanic,40 to 69,Glenn County,1,0,0,0,0,1,2,0
2017,Female,Hispanic,70 and over,Glenn County,0,0,0,0,0,0,1,0
2017,Female,Other,18 to 19,Glenn County,0,0,0,0,0,0,1,0
2017,Female,Other,20 to 29,Glenn County,0,1,0,0,0,1,6,0
2017,Female,Other,30 to 39,Glenn County,1,0,0,0,0,1,6,0
2017,Female,Other,40 to 69,Glenn County,0,1,0,0,0,1,5,0
2017,Female,White,Under 18,Glenn County,2,2,1,0,0,5,3,1
2017,Female,White,18 to 19,Glenn County,0,0,0,0,0,0,5,0
2017,Female,White,20 to 29,Glenn County,9,3,1,0,5,18,43,0
2017,Female,White,30 to 39,Glenn County,3,4,1,0,7,15,46,0
2017,Female,White,40 to 69,Glenn County,5,1,1,0,4,11,54,0
2017,Female,White,70 and over,Glenn County,0,0,0,0,0,0,1,0
2017,Male,Black,Under 18,Humboldt County,1,0,0,0,0,1,9,0
2017,Male,Black,18 to 19,Humboldt County,2,2,0,0,3,7,7,0
2017,Male,Black,20 to 29,Humboldt County,10,2,1,0,4,17,52,0
2017,Male,Black,30 to 39,Humboldt County,9,4,1,0,12,26,65,0
2017,Male,Black,40 to 69,Humboldt County,2,3,3,0,12,20,97,0
2017,Male,Hispanic,Under 18,Humboldt County,1,3,0,0,1,5,12,0
2017,Male,Hispanic,18 to 19,Humboldt County,5,0,0,0,1,6,14,0
2017,Male,Hispanic,20 to 29,Humboldt County,12,5,5,1,13,36,131,0
2017,Male,Hispanic,30 to 39,Humboldt County,11,4,5,0,13,33,89,0
2017,Male,Hispanic,40 to 69,Humboldt County,5,3,3,0,5,16,64,0
2017,Male,Other,Under 18,Humboldt County,3,2,0,0,2,7,9,1
2017,Male,Other,18 to 19,Humboldt County,4,0,1,0,2,7,17,0
2017,Male,Other,20 to 29,Humboldt County,17,5,4,0,20,46,128,0
2017,Male,Other,30 to 39,Humboldt County,5,7,4,1,25,42,129,0
2017,Male,Other,40 to 69,Humboldt County,10,6,5,3,12,36,127,0
2017,Male,White,Under 18,Humboldt County,12,7,1,0,7,27,68,10
2017,Male,White,18 to 19,Humboldt County,7,9,3,0,14,33,58,0
2017,Male,White,20 to 29,Humboldt County,75,40,15,1,86,217,940,0
2017,Male,White,30 to 39,Humboldt County,71,48,30,3,116,268,1028,0
2017,Male,White,40 to 69,Humboldt County,82,34,30,5,111,262,1346,0
2017,Male,White,70 and over,Humboldt County,2,0,0,2,0,4,20,0
2017,Female,Black,Under 18,Humboldt County,0,0,0,0,0,0,1,0
2017,Female,Black,18 to 19,Humboldt County,0,1,0,0,0,1,1,0
2017,Female,Black,20 to 29,Humboldt County,2,1,1,0,0,4,18,0
2017,Female,Black,30 to 39,Humboldt County,3,0,0,0,4,7,17,0
2017,Female,Black,40 to 69,Humboldt County,1,0,0,0,1,2,6,0
2017,Female,Hispanic,Under 18,Humboldt County,1,0,0,0,0,1,6,3
2017,Female,Hispanic,18 to 19,Humboldt County,1,0,0,0,2,3,5,0
2017,Female,Hispanic,20 to 29,Humboldt County,4,2,2,0,2,10,25,0
2017,Female,Hispanic,30 to 39,Humboldt County,1,2,1,0,3,7,18,0
2017,Female,Hispanic,40 to 69,Humboldt County,2,1,0,0,0,3,16,0
2017,Female,Other,Under 18,Humboldt County,0,1,1,0,1,3,11,0
2017,Female,Other,18 to 19,Humboldt County,0,0,0,0,0,0,4,0
2017,Female,Other,20 to 29,Humboldt County,7,4,4,0,7,22,56,0
2017,Female,Other,30 to 39,Humboldt County,3,5,4,0,8,20,48,0
2017,Female,Other,40 to 69,Humboldt County,7,1,0,0,3,11,61,0
2017,Female,White,Under 18,Humboldt County,4,5,0,0,1,10,36,3
2017,Female,White,18 to 19,Humboldt County,4,3,1,0,1,9,24,0
2017,Female,White,20 to 29,Humboldt County,40,21,5,0,27,93,426,0
2017,Female,White,30 to 39,Humboldt County,31,25,8,0,21,85,441,0
2017,Female,White,40 to 69,Humboldt County,24,6,8,0,18,56,396,0
2017,Female,White,70 and over,Humboldt County,0,0,1,0,0,1,6,0
2017,Male,Black,Under 18,Imperial County,1,1,1,0,0,3,5,0
2017,Male,Black,18 to 19,Imperial County,3,1,3,0,1,8,4,0
2017,Male,Black,20 to 29,Imperial County,10,5,0,2,10,27,33,0
2017,Male,Black,30 to 39,Imperial County,7,4,1,0,7,19,23,0
2017,Male,Black,40 to 69,Imperial County,8,2,5,1,10,26,49,0
2017,Male,Black,70 and over,Imperial County,0,0,0,0,0,0,3,0
2017,Male,Hispanic,Under 18,Imperial County,14,14,2,1,20,51,93,8
2017,Male,Hispanic,18 to 19,Imperial County,16,10,6,1,13,46,120,0
2017,Male,Hispanic,20 to 29,Imperial County,106,73,50,18,113,360,969,0
2017,Male,Hispanic,30 to 39,Imperial County,95,60,64,15,130,364,785,0
2017,Male,Hispanic,40 to 69,Imperial County,61,34,32,18,74,219,672,0
2017,Male,Hispanic,70 and over,Imperial County,1,1,0,0,1,3,5,0
2017,Male,Other,Under 18,Imperial County,0,0,0,0,1,1,6,0
2017,Male,Other,18 to 19,Imperial County,1,0,0,0,0,1,2,0
2017,Male,Other,20 to 29,Imperial County,2,0,1,1,6,10,19,0
2017,Male,Other,30 to 39,Imperial County,6,1,1,1,3,12,34,0
2017,Male,Other,40 to 69,Imperial County,3,0,1,0,0,4,16,0
2017,Male,Other,70 and over,Imperial County,0,0,0,1,0,1,0,0
2017,Male,White,Under 18,Imperial County,0,0,0,0,1,1,4,0
2017,Male,White,18 to 19,Imperial County,1,3,1,0,2,7,24,0
2017,Male,White,20 to 29,Imperial County,9,15,2,4,17,47,133,0
2017,Male,White,30 to 39,Imperial County,14,15,13,3,18,63,184,0
2017,Male,White,40 to 69,Imperial County,21,11,13,5,17,67,264,0
2017,Male,White,70 and over,Imperial County,1,0,0,0,0,1,15,0
2017,Female,Black,Under 18,Imperial County,0,0,0,0,1,1,1,0
2017,Female,Black,20 to 29,Imperial County,0,2,3,0,8,13,13,0
2017,Female,Black,30 to 39,Imperial County,2,0,4,0,3,9,13,0
2017,Female,Black,40 to 69,Imperial County,2,0,1,0,3,6,5,0
2017,Female,Black,70 and over,Imperial County,0,0,0,0,0,0,0,0
2017,Female,Hispanic,Under 18,Imperial County,3,1,1,0,1,6,32,4
2017,Female,Hispanic,18 to 19,Imperial County,5,2,1,0,2,10,31,0
2017,Female,Hispanic,20 to 29,Imperial County,25,20,14,1,31,91,270,0
2017,Female,Hispanic,30 to 39,Imperial County,22,16,13,0,14,65,243,0
2017,Female,Hispanic,40 to 69,Imperial County,12,6,14,0,4,36,135,0
2017,Female,Hispanic,70 and over,Imperial County,0,1,0,0,1,2,2,0
2017,Female,Other,Under 18,Imperial County,1,0,0,0,0,1,9,0
2017,Female,Other,18 to 19,Imperial County,0,0,0,0,0,0,4,0
2017,Female,Other,20 to 29,Imperial County,4,1,0,0,2,7,16,0
2017,Female,Other,30 to 39,Imperial County,5,0,1,0,2,8,10,0
2017,Female,Other,40 to 69,Imperial County,0,0,1,0,2,3,12,0
2017,Female,Other,70 and over,Imperial County,0,0,0,0,0,0,0,0
2017,Female,White,Under 18,Imperial County,0,0,0,0,0,0,5,0
2017,Female,White,18 to 19,Imperial County,0,0,0,0,0,0,5,0
2017,Female,White,20 to 29,Imperial County,4,11,1,0,7,23,46,0
2017,Female,White,30 to 39,Imperial County,5,5,3,1,2,16,73,0
2017,Female,White,40 to 69,Imperial County,8,5,6,0,6,25,84,0
2017,Male,Black,18 to 19,Inyo County,0,0,0,0,0,0,1,0
2017,Male,Black,20 to 29,Inyo County,1,0,0,0,1,2,1,0
2017,Male,Black,30 to 39,Inyo County,0,0,0,0,0,0,1,0
2017,Male,Black,40 to 69,Inyo County,0,0,0,0,0,0,0,0
2017,Male,Hispanic,Under 18,Inyo County,0,0,0,0,0,0,3,0
2017,Male,Hispanic,18 to 19,Inyo County,0,0,0,0,1,1,5,0
2017,Male,Hispanic,20 to 29,Inyo County,10,2,0,0,3,15,36,0
2017,Male,Hispanic,30 to 39,Inyo County,4,3,0,0,1,8,21,0
2017,Male,Hispanic,40 to 69,Inyo County,3,1,0,0,1,5,20,0
2017,Male,Hispanic,70 and over,Inyo County,0,0,0,0,0,0,1,0
2017,Male,Other,Under 18,Inyo County,1,0,0,0,0,1,4,0
2017,Male,Other,18 to 19,Inyo County,3,0,0,0,1,4,3,0
2017,Male,Other,20 to 29,Inyo County,6,4,2,0,10,22,48,0
2017,Male,Other,30 to 39,Inyo County,11,2,0,0,6,19,26,0
2017,Male,Other,40 to 69,Inyo County,9,1,0,0,4,14,34,0
2017,Male,Other,70 and over,Inyo County,0,0,0,0,0,0,14,0
2017,Male,White,Under 18,Inyo County,0,0,0,0,0,0,1,1
2017,Male,White,18 to 19,Inyo County,1,1,0,0,0,2,3,0
2017,Male,White,20 to 29,Inyo County,7,3,0,2,9,21,53,0
2017,Male,White,30 to 39,Inyo County,8,3,0,0,4,15,37,0
2017,Male,White,40 to 69,Inyo County,20,4,1,1,7,33,107,0
2017,Male,White,70 and over,Inyo County,0,0,0,0,0,0,9,0
2017,Female,Black,20 to 29,Inyo County,0,0,0,0,0,0,1,0
2017,Female,Black,40 to 69,Inyo County,0,0,0,0,0,0,1,0
2017,Female,Hispanic,Under 18,Inyo County,0,0,0,0,0,0,0,0
2017,Female,Hispanic,18 to 19,Inyo County,0,0,0,0,0,0,1,0
2017,Female,Hispanic,20 to 29,Inyo County,3,0,1,0,0,4,6,0
2017,Female,Hispanic,30 to 39,Inyo County,1,3,0,0,2,6,4,0
2017,Female,Hispanic,40 to 69,Inyo County,0,0,0,0,0,0,3,0
2017,Female,Other,Under 18,Inyo County,1,1,0,0,0,2,7,0
2017,Female,Other,18 to 19,Inyo County,1,0,0,0,0,1,5,0
2017,Female,Other,20 to 29,Inyo County,1,2,0,0,4,7,24,0
2017,Female,Other,30 to 39,Inyo County,4,1,1,0,2,8,7,0
2017,Female,Other,40 to 69,Inyo County,0,0,0,0,2,2,8,0
2017,Female,White,Under 18,Inyo County,0,0,0,0,0,0,2,0
2017,Female,White,18 to 19,Inyo County,1,0,0,0,0,1,2,0
2017,Female,White,20 to 29,Inyo County,4,2,0,0,1,7,17,0
2017,Female,White,30 to 39,Inyo County,3,1,2,0,3,9,20,0
2017,Female,White,40 to 69,Inyo County,10,1,1,0,4,16,32,0
2017,Female,White,70 and over,Inyo County,1,0,0,0,0,1,0,0
2017,Male,Black,Under 18,Kern County,31,42,0,2,22,97,87,30
2017,Male,Black,18 to 19,Kern County,41,23,0,0,16,80,64,0
2017,Male,Black,20 to 29,Kern County,185,101,10,2,150,448,861,0
2017,Male,Black,30 to 39,Kern County,115,52,10,5,73,255,707,0
2017,Male,Black,40 to 69,Kern County,108,37,27,13,49,234,907,0
2017,Male,Black,70 and over,Kern County,2,0,0,0,0,2,5,0
2017,Male,Hispanic,Under 18,Kern County,59,53,7,1,40,160,242,95
2017,Male,Hispanic,18 to 19,Kern County,93,74,15,3,62,247,409,0
2017,Male,Hispanic,20 to 29,Kern County,500,390,91,25,439,1445,3634,0
2017,Male,Hispanic,30 to 39,Kern County,357,248,106,18,297,1026,2596,0
2017,Male,Hispanic,40 to 69,Kern County,189,98,67,16,151,521,2070,0
2017,Male,Hispanic,70 and over,Kern County,5,0,0,0,1,6,23,0
2017,Male,Other,Under 18,Kern County,3,5,2,0,1,11,68,0
2017,Male,Other,18 to 19,Kern County,2,7,0,0,4,13,42,0
2017,Male,Other,20 to 29,Kern County,18,20,7,1,18,64,420,0
2017,Male,Other,30 to 39,Kern County,19,15,7,0,7,48,378,0
2017,Male,Other,40 to 69,Kern County,10,5,10,3,11,39,431,0
2017,Male,Other,70 and over,Kern County,1,0,0,0,0,1,3,0
2017,Male,White,Under 18,Kern County,25,20,1,3,16,65,107,50
2017,Male,White,18 to 19,Kern County,25,41,2,4,27,99,166,0
2017,Male,White,20 to 29,Kern County,253,341,42,6,216,858,2429,0
2017,Male,White,30 to 39,Kern County,244,271,70,17,224,826,2017,0
2017,Male,White,40 to 69,Kern County,221,168,91,38,234,752,3034,0
2017,Male,White,70 and over,Kern County,10,2,0,2,4,18,41,0
2017,Female,Black,Under 18,Kern County,16,4,0,0,7,27,55,28
2017,Female,Black,18 to 19,Kern County,9,3,0,0,2,14,53,0
2017,Female,Black,20 to 29,Kern County,62,15,1,2,25,105,341,0
2017,Female,Black,30 to 39,Kern County,32,16,2,0,25,75,230,0
2017,Female,Black,40 to 69,Kern County,34,8,2,0,14,58,218,0
2017,Female,Black,70 and over,Kern County,1,0,0,0,0,1,1,0
2017,Female,Hispanic,Under 18,Kern County,9,5,0,0,9,23,92,110
2017,Female,Hispanic,18 to 19,Kern County,14,9,0,0,3,26,85,0
2017,Female,Hispanic,20 to 29,Kern County,85,100,10,0,57,252,857,0
2017,Female,Hispanic,30 to 39,Kern County,97,72,19,0,58,246,766,0
2017,Female,Hispanic,40 to 69,Kern County,42,19,13,0,17,91,507,0
2017,Female,Hispanic,70 and over,Kern County,1,0,0,0,0,1,5,0
2017,Female,Other,Under 18,Kern County,2,0,0,0,0,2,23,3
2017,Female,Other,18 to 19,Kern County,1,0,0,0,0,1,18,0
2017,Female,Other,20 to 29,Kern County,6,5,2,0,1,14,160,0
2017,Female,Other,30 to 39,Kern County,5,2,4,0,2,13,139,0
2017,Female,Other,40 to 69,Kern County,2,2,0,0,2,6,162,0
2017,Female,Other,70 and over,Kern County,0,0,0,0,0,0,1,0
2017,Female,White,Under 18,Kern County,5,8,0,0,3,16,52,75
2017,Female,White,18 to 19,Kern County,5,17,0,0,3,25,55,0
2017,Female,White,20 to 29,Kern County,84,117,18,0,65,284,1064,0
2017,Female,White,30 to 39,Kern County,92,90,28,2,61,273,1023,0
2017,Female,White,40 to 69,Kern County,74,51,20,0,53,198,1190,0
2017,Female,White,70 and over,Kern County,0,0,0,0,3,3,6,0
2017,Male,Black,Under 18,Kings County,5,2,0,1,7,15,28,4
2017,Male,Black,18 to 19,Kings County,4,3,0,0,5,12,13,0
2017,Male,Black,20 to 29,Kings County,27,9,1,2,16,55,74,0
2017,Male,Black,30 to 39,Kings County,10,6,0,0,13,29,99,0
2017,Male,Black,40 to 69,Kings County,11,4,2,1,9,27,139,0
2017,Male,Black,70 and over,Kings County,0,0,0,0,0,0,4,0
2017,Male,Hispanic,Under 18,Kings County,31,28,4,6,23,92,165,49
2017,Male,Hispanic,18 to 19,Kings County,19,1,3,2,19,44,66,0
2017,Male,Hispanic,20 to 29,Kings County,98,50,14,6,122,290,624,0
2017,Male,Hispanic,30 to 39,Kings County,91,44,18,2,90,245,609,0
2017,Male,Hispanic,40 to 69,Kings County,40,18,12,5,65,140,556,0
2017,Male,Hispanic,70 and over,Kings County,2,1,0,1,0,4,14,0
2017,Male,Other,Under 18,Kings County,5,2,1,0,1,9,10,0
2017,Male,Other,18 to 19,Kings County,1,0,0,1,5,7,6,0
2017,Male,Other,20 to 29,Kings County,6,2,1,0,14,23,48,0
2017,Male,Other,30 to 39,Kings County,4,0,1,0,8,13,39,0
2017,Male,Other,40 to 69,Kings County,3,1,1,0,5,10,56,0
2017,Male,White,Under 18,Kings County,8,11,1,1,4,25,26,6
2017,Male,White,18 to 19,Kings County,5,1,0,0,2,8,23,0
2017,Male,White,20 to 29,Kings County,25,20,6,0,38,89,246,0
2017,Male,White,30 to 39,Kings County,22,8,14,2,50,96,221,0
2017,Male,White,40 to 69,Kings County,27,11,10,8,34,90,272,0
2017,Male,White,70 and over,Kings County,2,0,0,0,0,2,4,0
2017,Female,Black,Under 18,Kings County,3,1,0,0,1,5,14,9
2017,Female,Black,18 to 19,Kings County,1,0,0,1,1,3,7,0
2017,Female,Black,20 to 29,Kings County,6,1,0,0,5,12,44,0
2017,Female,Black,30 to 39,Kings County,2,0,0,0,6,8,25,0
2017,Female,Black,40 to 69,Kings County,1,0,0,0,6,7,35,0
2017,Female,Hispanic,Under 18,Kings County,5,6,1,2,3,17,84,36
2017,Female,Hispanic,18 to 19,Kings County,1,2,0,0,2,5,21,0
2017,Female,Hispanic,20 to 29,Kings County,32,12,4,0,31,79,240,0
2017,Female,Hispanic,30 to 39,Kings County,16,18,3,0,32,69,242,0
2017,Female,Hispanic,40 to 69,Kings County,6,7,1,0,21,35,138,0
2017,Female,Hispanic,70 and over,Kings County,0,0,0,0,0,0,1,0
2017,Female,Other,Under 18,Kings County,1,1,0,0,0,2,3,1
2017,Female,Other,18 to 19,Kings County,1,0,0,0,1,2,1,0
2017,Female,Other,20 to 29,Kings County,3,1,0,0,3,7,30,0
2017,Female,Other,30 to 39,Kings County,4,1,2,0,8,15,28,0
2017,Female,Other,40 to 69,Kings County,0,0,1,0,2,3,20,0
2017,Female,Other,70 and over,Kings County,0,0,0,0,0,0,0,0
2017,Female,White,Under 18,Kings County,4,0,0,2,1,7,20,3
2017,Female,White,18 to 19,Kings County,0,1,0,0,1,2,7,0
2017,Female,White,20 to 29,Kings County,8,3,4,0,8,23,105,0
2017,Female,White,30 to 39,Kings County,15,15,2,0,13,45,127,0
2017,Female,White,40 to 69,Kings County,6,11,6,1,16,40,185,0
2017,Male,Black,Under 18,Lake County,1,0,0,0,0,1,3,0
2017,Male,Black,18 to 19,Lake County,1,0,0,0,1,2,0,0
2017,Male,Black,20 to 29,Lake County,3,2,1,0,4,10,25,0
2017,Male,Black,30 to 39,Lake County,4,1,4,0,3,12,54,0
2017,Male,Black,40 to 69,Lake County,6,2,2,3,2,15,57,0
2017,Male,Black,70 and over,Lake County,1,0,0,1,0,2,1,0
2017,Male,Hispanic,Under 18,Lake County,1,0,1,0,4,6,3,0
2017,Male,Hispanic,18 to 19,Lake County,2,0,5,0,3,10,11,0
2017,Male,Hispanic,20 to 29,Lake County,11,3,20,2,18,54,139,0
2017,Male,Hispanic,30 to 39,Lake County,18,7,10,0,16,51,115,0
2017,Male,Hispanic,40 to 69,Lake County,6,4,8,0,5,23,82,0
2017,Male,Other,Under 18,Lake County,3,0,0,0,1,4,7,0
2017,Male,Other,18 to 19,Lake County,1,0,0,0,0,1,4,0
2017,Male,Other,20 to 29,Lake County,14,2,1,0,9,26,49,0
2017,Male,Other,30 to 39,Lake County,3,2,2,2,8,17,55,0
2017,Male,Other,40 to 69,Lake County,6,1,3,0,7,17,81,0
2017,Male,Other,70 and over,Lake County,0,0,0,0,0,0,1,0
2017,Male,White,Under 18,Lake County,9,1,0,0,5,15,13,0
2017,Male,White,18 to 19,Lake County,3,5,0,1,3,12,33,0
2017,Male,White,20 to 29,Lake County,47,21,9,4,49,130,330,0
2017,Male,White,30 to 39,Lake County,40,31,22,3,33,129,409,0
2017,Male,White,40 to 69,Lake County,54,35,34,13,49,185,649,0
2017,Male,White,70 and over,Lake County,1,1,0,1,2,5,15,0
2017,Female,Black,Under 18,Lake County,0,0,0,0,0,0,2,0
2017,Female,Black,18 to 19,Lake County,0,0,0,0,0,0,1,0
2017,Female,Black,20 to 29,Lake County,4,1,0,0,0,5,7,0
2017,Female,Black,30 to 39,Lake County,0,0,0,0,0,0,3,0
2017,Female,Black,40 to 69,Lake County,5,0,0,0,1,6,8,0
2017,Female,Hispanic,Under 18,Lake County,1,0,0,0,1,2,6,0
2017,Female,Hispanic,18 to 19,Lake County,1,0,0,0,0,1,0,0
2017,Female,Hispanic,20 to 29,Lake County,3,3,1,0,3,10,28,0
2017,Female,Hispanic,30 to 39,Lake County,0,1,2,0,2,5,18,0
