YEAR,GENDER,RACE,AGE_GROUP,COUNTY,Violent Crimes,Property Crime,Drug Offenses,Sex Offenses,All Other Offenses,Female Total,Male Total,State Total
2014,Female,Hispanic,70 and over,Fresno County,0,0,0,0,1,1,5,0
2014,Female,Other,Under 18,Fresno County,0,4,0,0,0,4,30,2
2014,Female,Other,18 to 19,Fresno County,1,3,0,0,2,6,10,0
2014,Female,Other,20 to 29,Fresno County,20,18,23,0,42,103,122,0
2014,Female,Other,30 to 39,Fresno County,16,9,20,0,32,77,58,0
2014,Female,Other,40 to 69,Fresno County,5,7,25,0,28,65,58,0
2014,Female,Other,70 and over,Fresno County,0,0,2,0,0,2,0,0
2014,Female,White,Under 18,Fresno County,11,27,2,0,1,41,103,32
2014,Female,White,18 to 19,Fresno County,6,15,9,1,15,46,73,0
2014,Female,White,20 to 29,Fresno County,89,111,149,0,271,620,597,0
2014,Female,White,30 to 39,Fresno County,46,93,114,0,249,502,587,0
2014,Female,White,40 to 69,Fresno County,65,68,135,0,251,519,774,0
2014,Female,White,70 and over,Fresno County,3,2,0,0,5,10,18,0
2014,Male,Black,18 to 19,Glenn County,1,0,0,0,0,1,1,0
2014,Male,Black,20 to 29,Glenn County,0,2,0,0,4,6,0,0
2014,Male,Black,30 to 39,Glenn County,0,2,0,0,1,3,2,0
2014,Male,Black,40 to 69,Glenn County,1,0,0,0,0,1,6,0
2014,Male,Hispanic,Under 18,Glenn County,0,1,2,1,0,4,14,17
2014,Male,Hispanic,18 to 19,Glenn County,5,0,2,0,3,10,9,0
2014,Male,Hispanic,20 to 29,Glenn County,13,8,7,2,15,45,85,0
2014,Male,Hispanic,30 to 39,Glenn County,4,1,3,0,10,18,46,0
2014,Male,Hispanic,40 to 69,Glenn County,6,2,2,0,8,18,66,0
2014,Male,Hispanic,70 and over,Glenn County,1,0,0,0,0,1,0,0
2014,Male,Other,Under 18,Glenn County,0,1,0,0,0,1,3,2
2014,Male,Other,18 to 19,Glenn County,1,0,0,0,0,1,0,0
2014,Male,Other,20 to 29,Glenn County,0,0,1,0,3,4,8,0
2014,Male,Other,30 to 39,Glenn County,1,1,1,1,1,5,12,0
2014,Male,Other,40 to 69,Glenn County,1,1,0,0,2,4,14,0
2014,Male,White,Under 18,Glenn County,3,5,0,0,0,8,28,32
2014,Male,White,18 to 19,Glenn County,0,0,4,0,0,4,11,0
2014,Male,White,20 to 29,Glenn County,10,13,17,0,18,58,80,0
2014,Male,White,30 to 39,Glenn County,6,6,7,0,7,26,58,0
2014,Male,White,40 to 69,Glenn County,16,10,10,0,17,53,108,0
2014,Male,White,70 and over,Glenn County,0,0,0,1,1,2,2,0
2014,Female,Black,20 to 29,Glenn County,0,1,0,0,0,1,1,0
2014,Female,Hispanic,Under 18,Glenn County,0,0,0,0,1,1,6,2
2014,Female,Hispanic,18 to 19,Glenn County,0,0,0,0,0,0,5,0
2014,Female,Hispanic,20 to 29,Glenn County,4,0,4,0,3,11,14,0
2014,Female,Hispanic,30 to 39,Glenn County,0,1,5,0,0,6,11,0
2014,Female,Hispanic,40 to 69,Glenn County,2,1,0,0,2,5,6,0
2014,Female,Other,Under 18,Glenn County,0,0,0,0,0,0,1,0
2014,Female,Other,30 to 39,Glenn County,1,0,2,0,0,3,7,0
2014,Female,Other,40 to 69,Glenn County,1,1,0,0,0,2,4,0
2014,Female,White,Under 18,Glenn County,1,0,0,0,1,2,14,16
2014,Female,White,18 to 19,Glenn County,0,0,1,0,1,2,3,0
2014,Female,White,20 to 29,Glenn County,5,6,5,0,5,21,39,0
2014,Female,White,30 to 39,Glenn County,6,1,4,0,4,15,33,0
2014,Female,White,40 to 69,Glenn County,3,4,4,0,3,14,45,0
2014,Female,White,70 and over,Glenn County,0,0,0,0,0,0,3,0
2014,Male,Black,Under 18,Humboldt County,0,3,0,0,0,3,4,5
2014,Male,Black,18 to 19,Humboldt County,0,2,0,0,2,4,8,0
2014,Male,Black,20 to 29,Humboldt County,8,11,5,0,14,38,55,0
2014,Male,Black,30 to 39,Humboldt County,4,3,4,0,6,17,33,0
2014,Male,Black,40 to 69,Humboldt County,5,1,2,0,6,14,66,0
2014,Male,Hispanic,Under 18,Humboldt County,4,2,1,0,1,8,11,2
2014,Male,Hispanic,18 to 19,Humboldt County,3,1,1,0,1,6,19,0
2014,Male,Hispanic,20 to 29,Humboldt County,5,5,20,0,14,44,111,0
2014,Male,Hispanic,30 to 39,Humboldt County,9,4,7,2,3,25,56,0
2014,Male,Hispanic,40 to 69,Humboldt County,3,2,8,0,1,14,58,0
2014,Male,Hispanic,70 and over,Humboldt County,0,0,0,0,0,0,1,0
2014,Male,Other,Under 18,Humboldt County,0,2,1,0,2,5,22,6
2014,Male,Other,18 to 19,Humboldt County,3,2,2,0,2,9,14,0
2014,Male,Other,20 to 29,Humboldt County,13,16,19,0,21,69,97,0
2014,Male,Other,30 to 39,Humboldt County,15,8,16,0,17,56,85,0
2014,Male,Other,40 to 69,Humboldt County,11,3,14,0,13,41,151,0
2014,Male,Other,70 and over,Humboldt County,0,0,1,0,0,1,1,0
2014,Male,White,Under 18,Humboldt County,17,21,7,1,8,54,120,46
2014,Male,White,18 to 19,Humboldt County,10,14,13,1,13,51,107,0
2014,Male,White,20 to 29,Humboldt County,81,85,131,1,152,450,1117,0
2014,Male,White,30 to 39,Humboldt County,90,76,149,4,118,437,924,0
2014,Male,White,40 to 69,Humboldt County,109,59,173,6,85,432,1400,0
2014,Male,White,70 and over,Humboldt County,1,1,0,0,1,3,11,0
2014,Female,Black,Under 18,Humboldt County,0,0,0,0,1,1,3,0
2014,Female,Black,18 to 19,Humboldt County,0,0,0,0,0,0,0,0
2014,Female,Black,20 to 29,Humboldt County,0,2,0,0,4,6,11,0
2014,Female,Black,30 to 39,Humboldt County,0,0,4,0,1,5,16,0
2014,Female,Black,40 to 69,Humboldt County,1,0,0,0,0,1,2,0
2014,Female,Hispanic,Under 18,Humboldt County,1,1,0,0,0,2,3,4
2014,Female,Hispanic,18 to 19,Humboldt County,0,0,0,0,0,0,5,0
2014,Female,Hispanic,20 to 29,Humboldt County,1,4,3,0,1,9,30,0
2014,Female,Hispanic,30 to 39,Humboldt County,2,0,2,0,3,7,7,0
2014,Female,Hispanic,40 to 69,Humboldt County,2,1,0,0,3,6,22,0
2014,Female,Other,Under 18,Humboldt County,0,3,0,0,0,3,4,9
2014,Female,Other,18 to 19,Humboldt County,0,1,1,0,0,2,3,0
2014,Female,Other,20 to 29,Humboldt County,8,5,15,0,13,41,59,0
2014,Female,Other,30 to 39,Humboldt County,2,4,8,0,10,24,31,0
2014,Female,Other,40 to 69,Humboldt County,0,1,3,0,9,13,52,0
2014,Female,White,Under 18,Humboldt County,6,5,0,0,3,14,69,22
2014,Female,White,18 to 19,Humboldt County,3,4,7,0,2,16,48,0
2014,Female,White,20 to 29,Humboldt County,32,33,62,0,63,190,405,0
2014,Female,White,30 to 39,Humboldt County,22,26,52,0,43,143,354,0
2014,Female,White,40 to 69,Humboldt County,21,19,45,0,23,108,378,0
2014,Female,White,70 and over,Humboldt County,0,0,0,0,0,0,5,0
2014,Male,Black,Under 18,Imperial County,1,2,1,0,3,7,6,0
2014,Male,Black,18 to 19,Imperial County,0,1,1,0,1,3,9,0
2014,Male,Black,20 to 29,Imperial County,12,5,8,1,16,42,52,0
2014,Male,Black,30 to 39,Imperial County,11,5,6,0,7,29,32,0
2014,Male,Black,40 to 69,Imperial County,14,5,17,0,10,46,45,0
2014,Male,Black,70 and over,Imperial County,0,1,1,0,0,2,6,0
2014,Male,Hispanic,Under 18,Imperial County,23,21,13,0,12,69,164,0
2014,Male,Hispanic,18 to 19,Imperial County,12,35,35,2,13,97,146,0
2014,Male,Hispanic,20 to 29,Imperial County,124,107,187,5,146,569,976,0
2014,Male,Hispanic,30 to 39,Imperial County,92,89,167,4,121,473,662,0
2014,Male,Hispanic,40 to 69,Imperial County,80,62,152,6,96,396,654,0
2014,Male,Hispanic,70 and over,Imperial County,1,0,1,0,0,2,12,0
2014,Male,Other,Under 18,Imperial County,0,0,0,0,0,0,2,0
2014,Male,Other,18 to 19,Imperial County,0,1,1,0,1,3,3,0
2014,Male,Other,20 to 29,Imperial County,6,3,2,1,7,19,25,0
2014,Male,Other,30 to 39,Imperial County,3,0,2,0,3,8,21,0
2014,Male,Other,40 to 69,Imperial County,9,2,3,0,0,14,53,0
2014,Male,Other,70 and over,Imperial County,0,0,0,0,0,0,1,0
2014,Male,White,Under 18,Imperial County,2,0,0,0,3,5,12,1
2014,Male,White,18 to 19,Imperial County,3,1,6,0,0,10,13,0
2014,Male,White,20 to 29,Imperial County,14,21,37,1,18,91,137,0
2014,Male,White,30 to 39,Imperial County,17,14,47,0,20,98,132,0
2014,Male,White,40 to 69,Imperial County,35,28,52,2,19,136,213,0
2014,Male,White,70 and over,Imperial County,1,1,0,0,0,2,16,0
2014,Female,Black,Under 18,Imperial County,0,0,0,0,1,1,2,0
2014,Female,Black,18 to 19,Imperial County,2,0,0,0,1,3,3,0
2014,Female,Black,20 to 29,Imperial County,3,3,3,0,11,20,20,0
2014,Female,Black,30 to 39,Imperial County,0,0,3,0,6,9,15,0
2014,Female,Black,40 to 69,Imperial County,2,1,7,0,3,13,20,0
2014,Female,Hispanic,Under 18,Imperial County,3,8,2,0,0,13,45,0
2014,Female,Hispanic,18 to 19,Imperial County,1,12,5,0,1,19,38,0
2014,Female,Hispanic,20 to 29,Imperial County,31,31,37,0,32,131,283,0
2014,Female,Hispanic,30 to 39,Imperial County,27,27,40,0,30,124,170,0
2014,Female,Hispanic,40 to 69,Imperial County,10,12,41,0,16,79,137,0
2014,Female,Hispanic,70 and over,Imperial County,0,1,1,0,0,2,2,0
2014,Female,Other,Under 18,Imperial County,0,0,0,0,0,0,2,1
2014,Female,Other,18 to 19,Imperial County,1,0,2,0,1,4,2,0
2014,Female,Other,20 to 29,Imperial County,3,0,1,0,0,4,6,0
2014,Female,Other,30 to 39,Imperial County,3,1,3,0,2,9,11,0
2014,Female,Other,40 to 69,Imperial County,1,0,3,0,1,5,15,0
2014,Female,Other,70 and over,Imperial County,0,0,0,0,0,0,1,0
2014,Female,White,Under 18,Imperial County,0,0,0,0,0,0,1,0
2014,Female,White,18 to 19,Imperial County,0,0,1,0,0,1,5,0
2014,Female,White,20 to 29,Imperial County,5,8,15,0,5,33,54,0
2014,Female,White,30 to 39,Imperial County,8,5,15,1,7,36,52,0
2014,Female,White,40 to 69,Imperial County,11,5,28,0,10,54,66,0
2014,Female,White,70 and over,Imperial County,0,0,0,0,0,0,1,0
2014,Male,Black,Under 18,Inyo County,0,0,0,0,1,1,0,0
2014,Male,Black,20 to 29,Inyo County,0,0,0,0,0,0,1,0
2014,Male,Black,30 to 39,Inyo County,0,0,0,0,0,0,4,0
2014,Male,Black,40 to 69,Inyo County,2,0,0,0,0,2,2,0
2014,Male,Hispanic,Under 18,Inyo County,0,0,0,0,0,0,1,0
2014,Male,Hispanic,18 to 19,Inyo County,1,2,0,0,0,3,2,0
2014,Male,Hispanic,20 to 29,Inyo County,9,6,2,1,2,20,26,0
2014,Male,Hispanic,30 to 39,Inyo County,1,1,2,0,1,5,17,0
2014,Male,Hispanic,40 to 69,Inyo County,3,1,0,0,2,6,12,0
2014,Male,Other,Under 18,Inyo County,0,0,0,0,1,1,2,0
2014,Male,Other,18 to 19,Inyo County,5,2,1,0,0,8,4,0
2014,Male,Other,20 to 29,Inyo County,5,4,1,0,4,14,37,0
2014,Male,Other,30 to 39,Inyo County,9,1,1,1,5,17,40,0
2014,Male,Other,40 to 69,Inyo County,7,1,2,0,1,11,51,0
2014,Male,Other,70 and over,Inyo County,0,0,0,0,0,0,3,0
2014,Male,White,Under 18,Inyo County,1,0,0,0,0,1,4,0
2014,Male,White,18 to 19,Inyo County,1,3,1,0,0,5,10,0
2014,Male,White,20 to 29,Inyo County,5,7,6,1,4,23,58,0
2014,Male,White,30 to 39,Inyo County,4,2,3,1,1,11,40,0
2014,Male,White,40 to 69,Inyo County,8,3,7,0,5,23,102,0
2014,Male,White,70 and over,Inyo County,1,0,0,0,0,1,6,0
2014,Female,Black,20 to 29,Inyo County,0,0,0,0,0,0,0,0
2014,Female,Black,30 to 39,Inyo County,0,0,0,0,0,0,0,0
2014,Female,Hispanic,Under 18,Inyo County,0,2,0,0,0,2,1,0
2014,Female,Hispanic,18 to 19,Inyo County,0,0,0,0,0,0,0,0
2014,Female,Hispanic,20 to 29,Inyo County,2,0,1,0,0,3,5,0
2014,Female,Hispanic,30 to 39,Inyo County,0,0,0,0,1,1,3,0
2014,Female,Hispanic,40 to 69,Inyo County,1,0,0,0,0,1,0,0
2014,Female,Other,Under 18,Inyo County,1,0,0,0,1,2,1,0
2014,Female,Other,18 to 19,Inyo County,2,0,0,0,0,2,2,0
2014,Female,Other,20 to 29,Inyo County,5,5,0,0,2,12,15,0
2014,Female,Other,30 to 39,Inyo County,1,1,0,0,5,7,10,0
2014,Female,Other,40 to 69,Inyo County,0,0,2,0,1,3,6,0
2014,Female,White,Under 18,Inyo County,0,0,0,0,0,0,3,2
2014,Female,White,18 to 19,Inyo County,1,0,0,0,0,1,0,0
2014,Female,White,20 to 29,Inyo County,4,1,0,0,2,7,12,0
2014,Female,White,30 to 39,Inyo County,1,2,5,0,0,8,13,0
2014,Female,White,40 to 69,Inyo County,3,2,4,0,3,12,50,0
2014,Male,Black,Under 18,Kern County,42,108,3,4,21,178,146,45
2014,Male,Black,18 to 19,Kern County,39,81,5,3,29,157,138,0
2014,Male,Black,20 to 29,Kern County,296,151,98,6,122,673,1051,0
2014,Male,Black,30 to 39,Kern County,139,65,86,7,67,364,579,0
2014,Male,Black,40 to 69,Kern County,144,52,149,8,64,417,1127,0
2014,Male,Black,70 and over,Kern County,2,1,0,0,3,6,22,0
2014,Male,Hispanic,Under 18,Kern County,62,185,29,7,65,348,513,265
2014,Male,Hispanic,18 to 19,Kern County,94,153,107,3,127,484,617,0
2014,Male,Hispanic,20 to 29,Kern County,710,481,682,29,523,2425,4245,0
2014,Male,Hispanic,30 to 39,Kern County,409,256,480,13,329,1487,2397,0
2014,Male,Hispanic,40 to 69,Kern County,193,120,343,26,173,855,2157,0
2014,Male,Hispanic,70 and over,Kern County,5,0,1,0,4,10,23,0
2014,Male,Other,Under 18,Kern County,7,19,8,0,7,41,90,14
2014,Male,Other,18 to 19,Kern County,1,4,3,0,4,12,81,0
2014,Male,Other,20 to 29,Kern County,10,20,19,3,17,69,480,0
2014,Male,Other,30 to 39,Kern County,11,10,16,1,15,53,301,0
2014,Male,Other,40 to 69,Kern County,23,7,28,2,17,77,462,0
2014,Male,Other,70 and over,Kern County,2,0,0,0,0,2,8,0
2014,Male,White,Under 18,Kern County,27,46,13,6,31,123,250,99
2014,Male,White,18 to 19,Kern County,50,73,51,3,40,217,360,0
2014,Male,White,20 to 29,Kern County,315,424,434,16,347,1536,2677,0
2014,Male,White,30 to 39,Kern County,259,260,409,9,284,1221,1919,0
2014,Male,White,40 to 69,Kern County,305,216,522,31,272,1346,3039,0
2014,Male,White,70 and over,Kern County,5,0,2,1,2,10,26,0
2014,Female,Black,Under 18,Kern County,15,16,1,1,8,41,89,16
2014,Female,Black,18 to 19,Kern County,11,11,1,0,5,28,66,0
2014,Female,Black,20 to 29,Kern County,86,60,27,0,34,207,447,0
2014,Female,Black,30 to 39,Kern County,45,21,17,0,20,103,247,0
2014,Female,Black,40 to 69,Kern County,33,38,12,0,26,109,258,0
2014,Female,Hispanic,Under 18,Kern County,18,26,4,0,7,55,209,190
2014,Female,Hispanic,18 to 19,Kern County,19,20,15,0,15,69,123,0
2014,Female,Hispanic,20 to 29,Kern County,142,129,128,1,81,481,1012,0
2014,Female,Hispanic,30 to 39,Kern County,94,94,148,0,59,395,752,0
2014,Female,Hispanic,40 to 69,Kern County,47,49,71,1,28,196,548,0
2014,Female,Hispanic,70 and over,Kern County,1,0,0,0,0,1,1,0
2014,Female,Other,Under 18,Kern County,1,3,0,0,1,5,41,8
2014,Female,Other,18 to 19,Kern County,2,0,1,0,0,3,35,0
2014,Female,Other,20 to 29,Kern County,8,4,3,0,5,20,239,0
2014,Female,Other,30 to 39,Kern County,3,6,3,0,2,14,164,0
2014,Female,Other,40 to 69,Kern County,8,1,5,0,1,15,190,0
2014,Female,Other,70 and over,Kern County,0,0,0,0,0,0,3,0
2014,Female,White,Under 18,Kern County,6,16,3,0,5,30,91,67
2014,Female,White,18 to 19,Kern County,12,16,11,1,12,52,137,0
2014,Female,White,20 to 29,Kern County,127,158,185,0,117,587,1215,0
2014,Female,White,30 to 39,Kern County,94,115,189,1,109,508,969,0
2014,Female,White,40 to 69,Kern County,83,102,201,0,84,470,1210,0
2014,Female,White,70 and over,Kern County,0,0,0,0,1,1,8,0
2014,Male,Black,Under 18,Kings County,5,6,3,0,4,18,52,12
2014,Male,Black,18 to 19,Kings County,9,7,2,0,4,22,4,0
2014,Male,Black,20 to 29,Kings County,20,13,8,0,11,52,115,0
2014,Male,Black,30 to 39,Kings County,16,6,11,2,18,53,69,0
2014,Male,Black,40 to 69,Kings County,9,4,14,1,14,42,91,0
2014,Male,Hispanic,Under 18,Kings County,24,31,12,3,32,102,289,74
2014,Male,Hispanic,18 to 19,Kings County,17,14,8,3,14,56,117,0
2014,Male,Hispanic,20 to 29,Kings County,84,35,44,6,88,257,584,0
2014,Male,Hispanic,30 to 39,Kings County,41,26,42,7,45,161,412,0
2014,Male,Hispanic,40 to 69,Kings County,29,13,42,3,39,126,419,0
2014,Male,Hispanic,70 and over,Kings County,0,0,0,0,2,2,4,0
2014,Male,Other,Under 18,Kings County,15,5,9,1,8,38,82,8
2014,Male,Other,18 to 19,Kings County,9,5,3,0,7,24,42,0
2014,Male,Other,20 to 29,Kings County,30,25,47,7,52,161,349,0
2014,Male,Other,30 to 39,Kings County,24,11,35,5,31,106,198,0
2014,Male,Other,40 to 69,Kings County,19,16,25,2,32,94,213,0
2014,Male,Other,70 and over,Kings County,0,0,0,0,0,0,4,0
2014,Male,White,Under 18,Kings County,6,11,4,2,5,28,77,21
2014,Male,White,18 to 19,Kings County,5,0,2,0,4,11,44,0
2014,Male,White,20 to 29,Kings County,24,32,49,3,33,141,356,0
2014,Male,White,30 to 39,Kings County,24,17,28,2,24,95,227,0
2014,Male,White,40 to 69,Kings County,13,14,58,0,48,133,342,0
2014,Male,White,70 and over,Kings County,0,0,0,1,1,2,6,0
2014,Female,Black,Under 18,Kings County,5,2,0,0,0,7,30,8
2014,Female,Black,18 to 19,Kings County,0,1,0,0,0,1,7,0
2014,Female,Black,20 to 29,Kings County,6,6,3,0,5,20,46,0
2014,Female,Black,30 to 39,Kings County,1,5,0,0,4,10,20,0
2014,Female,Black,40 to 69,Kings County,3,3,2,0,7,15,33,0
2014,Female,Hispanic,Under 18,Kings County,8,8,3,1,4,24,176,49
2014,Female,Hispanic,18 to 19,Kings County,2,5,1,0,3,11,33,0
2014,Female,Hispanic,20 to 29,Kings County,23,10,14,0,20,67,213,0
2014,Female,Hispanic,30 to 39,Kings County,14,14,13,0,18,59,185,0
2014,Female,Hispanic,40 to 69,Kings County,2,8,8,0,7,25,107,0
2014,Female,Hispanic,70 and over,Kings County,1,0,0,0,1,2,2,0
2014,Female,Other,Under 18,Kings County,1,2,2,0,1,6,26,9
2014,Female,Other,18 to 19,Kings County,4,0,2,0,0,6,20,0
2014,Female,Other,20 to 29,Kings County,6,3,12,0,13,34,115,0
2014,Female,Other,30 to 39,Kings County,3,8,13,0,15,39,105,0
2014,Female,Other,40 to 69,Kings County,1,3,7,0,13,24,77,0
2014,Female,White,Under 18,Kings County,0,8,1,0,0,9,60,22
2014,Female,White,18 to 19,Kings County,1,2,0,0,1,4,33,0
2014,Female,White,20 to 29,Kings County,15,14,21,0,16,66,176,0
2014,Female,White,30 to 39,Kings County,11,16,17,0,15,59,153,0
2014,Female,White,40 to 69,Kings County,13,12,20,0,14,59,178,0
2014,Male,Black,Under 18,Lake County,1,3,0,0,1,5,3,0
2014,Male,Black,18 to 19,Lake County,0,1,1,0,1,3,3,0
2014,Male,Black,20 to 29,Lake County,4,1,2,1,2,10,28,0
2014,Male,Black,30 to 39,Lake County,9,1,8,0,6,24,18,0
2014,Male,Black,40 to 69,Lake County,3,2,3,1,6,15,39,0
2014,Male,Black,70 and over,Lake County,0,0,1,0,1,2,1,0
2014,Male,Hispanic,Under 18,Lake County,1,3,2,0,0,6,16,1
2014,Male,Hispanic,18 to 19,Lake County,1,1,5,0,2,9,29,0
2014,Male,Hispanic,20 to 29,Lake County,4,4,47,1,10,66,90,0
2014,Male,Hispanic,30 to 39,Lake County,7,6,38,0,12,63,83,0
2014,Male,Hispanic,40 to 69,Lake County,8,4,23,1,5,41,45,0
2014,Male,Hispanic,70 and over,Lake County,1,0,1,0,0,2,2,0
2014,Male,Other,Under 18,Lake County,1,4,2,0,2,9,12,3
2014,Male,Other,18 to 19,Lake County,3,1,0,0,0,4,10,0
2014,Male,Other,20 to 29,Lake County,4,1,7,0,6,18,55,0
2014,Male,Other,30 to 39,Lake County,1,2,4,0,2,9,49,0
2014,Male,Other,40 to 69,Lake County,9,2,3,0,5,19,62,0
2014,Male,Other,70 and over,Lake County,1,0,0,0,0,1,0,0
2014,Male,White,Under 18,Lake County,5,11,6,1,12,35,65,2
2014,Male,White,18 to 19,Lake County,2,9,8,0,5,24,48,0
2014,Male,White,20 to 29,Lake County,36,31,72,3,47,189,349,0
2014,Male,White,30 to 39,Lake County,48,22,74,2,39,185,330,0
2014,Male,White,40 to 69,Lake County,74,25,109,8,61,277,534,0
2014,Male,White,70 and over,Lake County,1,1,2,0,0,4,15,0
2014,Female,Black,Under 18,Lake County,0,0,0,0,0,0,1,0
2014,Female,Black,18 to 19,Lake County,0,0,0,0,0,0,1,0
2014,Female,Black,20 to 29,Lake County,1,0,1,0,0,2,7,0
2014,Female,Black,30 to 39,Lake County,0,0,1,0,2,3,6,0
2014,Female,Black,40 to 69,Lake County,1,2,1,0,1,5,6,0
2014,Female,Hispanic,Under 18,Lake County,0,1,0,0,0,1,9,1
2014,Female,Hispanic,18 to 19,Lake County,1,0,0,0,0,1,4,0
2014,Female,Hispanic,20 to 29,Lake County,3,1,5,0,2,11,28,0
2014,Female,Hispanic,30 to 39,Lake County,4,1,4,0,1,10,18,0
2014,Female,Hispanic,40 to 69,Lake County,1,0,1,0,1,3,17,0
2014,Female,Other,Under 18,Lake County,1,0,0,0,0,1,10,0
2014,Female,Other,20 to 29,Lake County,4,1,7,0,2,14,20,0
2014,Female,Other,30 to 39,Lake County,0,2,3,0,4,9,18,0
2014,Female,Other,40 to 69,Lake County,5,0,6,0,3,14,25,0
2014,Female,Other,70 and over,Lake County,0,0,0,0,0,0,1,0
2014,Female,White,Under 18,Lake County,3,4,2,1,3,13,43,0
2014,Female,White,18 to 19,Lake County,1,3,1,0,1,6,26,0
2014,Female,White,20 to 29,Lake County,11,16,25,0,19,71,135,0
2014,Female,White,30 to 39,Lake County,17,17,23,1,8,66,151,0
2014,Female,White,40 to 69,Lake County,17,14,41,0,20,92,239,0
2014,Female,White,70 and over,Lake County,0,0,1,0,0,1,6,0
2014,Male,Black,Under 18,Lassen County,0,0,0,0,0,0,1,1
2014,Male,Black,18 to 19,Lassen County,1,1,0,0,0,2,0,0
2014,Male,Black,20 to 29,Lassen County,5,2,4,0,0,11,7,0
2014,Male,Black,30 to 39,Lassen County,0,0,0,0,0,0,5,0
2014,Male,Black,40 to 69,Lassen County,1,0,0,0,2,3,2,0
2014,Male,Hispanic,Under 18,Lassen County,0,0,1,0,0,1,4,0
2014,Male,Hispanic,18 to 19,Lassen County,0,0,0,0,0,0,3,0
2014,Male,Hispanic,20 to 29,Lassen County,2,0,4,0,8,14,20,0
2014,Male,Hispanic,30 to 39,Lassen County,1,0,1,0,0,2,6,0
2014,Male,Hispanic,40 to 69,Lassen County,3,1,0,1,1,6,14,0
2014,Male,Other,Under 18,Lassen County,0,0,0,1,0,1,3,0
2014,Male,Other,18 to 19,Lassen County,0,0,0,0,1,1,3,0
2014,Male,Other,20 to 29,Lassen County,0,0,1,0,0,1,13,0
2014,Male,Other,30 to 39,Lassen County,1,1,1,0,1,4,7,0
2014,Male,Other,40 to 69,Lassen County,2,0,0,0,0,2,14,0
2014,Male,Other,70 and over,Lassen County,0,0,0,0,0,0,1,0
2014,Male,White,Under 18,Lassen County,7,7,2,2,1,19,26,5
2014,Male,White,18 to 19,Lassen County,0,2,1,0,1,4,11,0
2014,Male,White,20 to 29,Lassen County,20,18,16,1,24,79,145,0
2014,Male,White,30 to 39,Lassen County,11,9,9,0,13,42,76,0
2014,Male,White,40 to 69,Lassen County,23,19,17,2,27,88,146,0
2014,Male,White,70 and over,Lassen County,1,0,0,0,0,1,4,0
2014,Female,Black,20 to 29,Lassen County,0,0,1,0,0,1,4,0
2014,Female,Black,30 to 39,Lassen County,1,0,0,0,0,1,0,0
2014,Female,Hispanic,Under 18,Lassen County,0,0,0,0,0,0,6,0
